text,label
"I’ve been noticing a shift inside me. A quiet one, but strong enough that I can’t ignore it. I’ve been thinking more about my direction, my values, and what kind of person I’m becoming. And while I’m changing on the inside, some of the people around me feel unchanged staying in the same routines, the same conversations, the same stories we’ve repeated for years. I don’t think they’re wrong for it. But the distance between us is getting harder to hide. While I’m trying to understand myself more honestly, my old friends are focused on work, entertainment, dating, the things that used to feel normal to me too. Now they feel like echoes from a life that doesn’t fit anymore. There’s no superiority in this. It’s just that we’re not on the same stage anymore. And the hardest part is realizing I knew this long before I admitted it. I stayed because it felt easier than letting go. I told myself it was loyalty. But in truth, I was afraid to outgrow the people who once felt like home.",human
"The concept of personal responsibility is often heralded as a cornerstone of a functioning society. However, its interpretation can vary widely, influencing everything from policy-making to individual behavior. On one hand, a strong emphasis on personal responsibility can empower individuals to take control of their lives, fostering self-discipline and initiative. On the other hand, it can lead to the absolution of systemic issues that contribute to inequality and disadvantage. For instance, when society places the burden of success solely on individuals, it may overlook the structural barriers that impede certain groups. This raises critical questions: How do we balance personal responsibility with the need for collective action? Can a society that prioritizes individual freedoms still ensure equity for all its members? As we navigate these complex dynamics, what role should education and community support play in fostering a more inclusive understanding of personal responsibility? I invite your thoughts on how we can redefine this concept to promote both individual agency and social progress.",human
"Organ donation is the one part of modern medicine that cannot be scaled on demand. You can increase funding, hire more surgeons, expand hospital capacity, and build new technology, but you cannot manufacture human organs whenever you want. The entire system depends on people choosing to donate. Because of that, I believe that if someone is medically capable of being an organ donor after death but chooses not to, they should not be allowed to receive donated human organs themselves. This is not about punishing anyone. It is about fairness and sustainability. A system that relies on voluntary contribution cannot survive if too many people take from it while refusing to give anything back. That is exactly what happens when someone refuses to be a donor yet still expects full access to donor organs. They become free riders. The system works only because other people are willing to donate. Opting out while still expecting to benefit is the definition of unfair.",human
"Organ donation involves no personal sacrifice once you are gone. There is no pain, no medical risk, and nothing required of you while alive. Meanwhile the person waiting for a transplant is running out of time. Human organs are the most limited medical resource on earth. Every available organ literally decides who lives and who dies. If someone refuses to contribute to the pool that saves lives, it does not make sense for them to receive equal access to it. Now, here is what makes this viewpoint even more reasonable. We are entering a point in medicine where there are alternatives to human donor organs. Lab grown organs are becoming more viable each year. Scientists are already creating functional tissues and early stage organs using stem cells and bioprinting. Xenotransplantation from animals is also progressing rapidly. Genetically edited pig organs are already being transplanted experimentally and will eventually become a mainstream option.",human
"These alternatives exist for people who do not want to participate in the human donor system. If someone refuses to be a donor, they should be directed toward these scientific or animal based organs instead of taking a human organ that came from someone who was willing to give. That preserves the fairness of the human donor pool and still provides a path to treatment for the person who opted out. What makes this important is the simple reality that every human donor organ is a once in a lifetime chance for someone. If a donated heart or kidney goes to one person, another person does not get that chance. Giving that organ to someone who refused to donate undermines the entire system because it rewards someone who did not contribute while potentially costing a willing donor their opportunity to live. People often say it is their body and their choice. That is absolutely true. You have every right not to donate. But if you choose not to be part of the system that saves lives, then the system should not be obligated to give you its most limited resource. You still deserve treatment, and modern science will continue to offer more options. But you should not receive the benefit that comes entirely from the generosity of others if you refuse to be part of that generosity yourself.",human
"Obviously, the field of sex work is not an innocent one. There’s plenty of risks that need to be considered. Personally, I do not care about the legality of prostitution - it’s not relevant to me. When I was diving down a wikipedia rabbit hole earlier, however, I realized that I don’t really get why sex work is illegal in the United States. None of the reasons I found from a google search convinced me, so I decided to come here. To present my point - prostitution should be legal. So long as both parties are fully consenting adults, I don’t see how it’s different from any other business. It’s a monetary exchange for a service - a service which is perfectly legal by itself (again, assuming consent from both parties). I don’t see why it shouldn’t be legal. Religion shouldn’t influence laws. STI concerns could be alleviated through proper use of protection - perhaps use could be mandated. Concerns regarding sexual exploitation are completely understandable, but exploitation and prostitution do not have to go together. Exploitation is a separate issue. Moreover, pornography is legally protected, provided it’s consensual - if pornography is fine, why isn’t prostitution?",human
"I am in my early 30s and when people ask about my plans I usually say something like ""I just want a stable job I do not hate, a small place that feels safe, some hobbies and time with people I like."" Every time I say that, someone responds with a little speech about how I am ""selling myself short"" or ""wasting my potential"". It feels like there is an unspoken rule that you must chase something huge or dramatic or your life does not count. To be clear, I am not against ambition. If someone wants to be a founder, climb a crazy career ladder or travel constantly, that is great. What bothers me is the assumption that a quiet life is automatically a consolation prize. Social media and self help content push the idea that if you are not constantly leveling up you are stagnating. But an ordinary day where you work, cook dinner, read a book and go to bed on time can still be meaningful. It is just not flashy. I think this pressure hurts people. Some friends feel like failures even though they are good parents, kind partners, and solid coworkers, because they do not have a big ""story"" to tell at parties. Others jump into intense goals they do not really want, burn out, then feel worse. It seems more honest and healthier to let ""I want a simple, steady life"" be a respected choice.",human
"The character Vivian, from the game Paper Mario: The Thousand Year Door, deserves to be a playable character in Mario Kart, (and in every other Mario spinoff as well). One of the main arguments I see against this that nobody who's not already a fan of the Mario series is going to have any idea who she is. I'm willing to bet most of the people reading this post don't. This, however, is a poor argument, as most casuals don't actually care all that much about which characters are playable. Casuals aren't going to abandon the game simply because they don't recognize the cute purple ghost. Also, adding her and making her a staple would bring much needed life to the Mario rosters. The Mario spinoff rosters have gotten pretty stagnant in the last 20 years, and having a fresh face would inject new life into a stale cast. She's also a fan favorite, which means that a lot of casual fans are going to be more interested in checking her out after hearing about all the hype around her.",human
"When we think of “American Values” we think of things like freedom of speech, freedom of religion, all people created equal and having equal opportunity and equal rights, due process protection under the law, etc. And Trump doesn’t stand for any of those. This is not up for debate as it’s irrelevant to my view that I’m looking to have changed. All of those are fake values that have never really been a part of American history. They have been talking points and theoretical aspirations. America’s real values are about persecution and tribalism. We founded this country with the declaration that all men are created equal with a document signed by slave owners. Persecution is in our country’s DNA. Between slavery, Jim Crow, McCarthyism, Japanese internment camps, and many many others, America has always been about persecuting those less fortunate. So if America’s real values are about persecution, then Trump is doing a bang-up job at representing those values.",human
"World War 2 was a pretty black and white ideological war that a ""bad guy"" actually started and invaded others with the allies stepping in to just ""right the wrong"" and ""stop the bad guys"". But in world war 1 there was a huge grey area and it wasn't as clear who the bad guys were, this is also evidenced by regular people both not knowing the cause or saying things like ""who did we fight"" in ww1. Apparently people thought it would be over in a few months, with battles lasting more than a day being considered long at the time. Nobody knew the sheer destruction that things like artillery and other technological advancements would bring. So with that and conscription and trench warfare it was also a more traumatising war for soldiers than ww2, even though the latter killed more. With ww2 potentially losing was invasion, loss of freedom, possibly genocide, etc. It was pretty black and white for the average person. But what consequences would losing ww1 have that the average citizen was concerned about? Not much. It was rich old men sending young men to die for politics.",human
"The letter Y deserves the honor of being included in the pantheon of vowels, not just a participation trophy of 'sometimes,' and I am angry on its behalf. We were all taught that the vowels are ""A, E, I, O, U, and sometimes Y."" However, it occurred to me recently that the letter Y seems to ALWAYS behave like a vowel. For example, it would make practically no difference to spell the word 'yellow' as 'iellow', 'yuck' as 'eeuck', or ""worry"" as ""worrie"". It does the exact same thing as a vowel. (Now, saying ""eeuck,"" out loud, I notice a little glottal stop right when I start the 'ee' sound that isn't there with the y, and IMO this makes the 'ee' seem even more consonant-y than the 'y' in comparison) Now I am aware of the fact that Y is linguistically considered ""semivowel"" or a ""glide"" and I must say this seems fishy to me. Mirriam-Webster defines a semi-vowel as: a speech sound (such as \y, \w, or \r) that has the articulation of a vowel but that is shorter in duration and is treated as a consonant in syllabication.",human
"In the final scenes of the Rambo movie, there is a famous monologue by Stallone where he says a bunch of things against the people who opposed the war and how they spat on veterans when they returned. But he also lets slip that ""Somebody didn't let us win"". Was this a common accusation back then? Among veterans? or people pro-war? I've heard the accusations of spitting on veterans many times and the arguments against, but never had heard this accusation that the veterans felt they could have won if somebody had left them. Was this a talking point after the Vietnam War? Maybe by the time the Rambo movie was out. As far as I know, none of the major figures involved in the production of the movie were Vietnam veterans. David Morrell was Canadian; Stallone was too young, the actor for Trautman was in WW2, and the actor for Teasle was stationed in Korea after the war. The cinematographer was in a cinema unit in Korea, and the directors and producers seem to not have been involved in either war. So...this line must have come from someone not in Vietnam.",human
"In a recent podcast episode, Michael from Vsauce references an idea called the Bicameral Mind Theory, referencing Julian Jaynes author Brian McVeigh who has written and spoken about it. In summary, he claims that people did not begin to have conscious, ""I""-focused experiences until roughly 1000 BCE. He presents two main strains of evidence. First, the records of dreams from before this time all seem to be along the lines of being visited by an angel or other being where they were sleeping, instead of being weird and experiential (""I met a horse but the horse was my mom and we were on the beach""). Secondly, he presents early works such as the Iliad as having characters motivated by the voices and commands of gods instead of internal motivations such as are seen in the Odyssey. How accurate is this description to the historical record vis-a-vis recorded dreams and the motivations of characters in ancient literature? I'm particularly curious also if this is seen at all in the writings of non-European cultures, such as China.",human
"Basically the title. Roman society was deeply stratified along class lines, employing slavery and only offering the privilege of entering politics to those who had never experienced it. The aristocracy justified their role in society through claims of lineage to deities and/or historical figures. And yet despite this strict stratification, successive Roman governments continually invested in highly effective and durable public infrastructure such as public fountains, sewage, and aqueducts that benefitted the elite, the freeborn, freedmen and slaves alike. How were these expertly crafted designs funded as a public project, and not as a privilege exclusive to citizens like the corn dole? In modern Western society, we justify the funding of public infrastructure through principles like egalitarianism and the welfare state, but this funding is constantly threatened by discussions of whether the lowest stratum of society is 'freeloading' off of them. Did similar debates ever arise during the decades-long planning and building processes of Roman public infrastructure?",human
"In this radical rethinking of modernity, Professor Clifton Crais argues that the era between 1750 and the early 1900s – seen by many as the birth of the Anthropocene – should instead be known as the Mortecene: the Age of Killing. Killing brought the world together and tore it apart, as violence and commerce converged to create a new and terrible world order that drove the growth of global capitalism. Profiteering warlords left a trail of devastation across Africa, Asia, and the Americas, committing mass-scale slaughter of humans and animals, and sparking an environmental crisis that remains the most pressing threat facing the world today. Drawing on decades of scholarship and a range of new sources, The Killing Age turns our vision of past and present on its head, illuminating the Mortecene in all its horror: how it has shaped who we are, what we value, what we fear, and the precarious planet we must now confront.",human
"HMS Dreadnought revolutionized warship design with a much simpler layout of both armament and armor, focusing on a few very large caliber guns and getting rid of the multitude of smaller calibers present on previous ship designs. Question is then, why was this general philosophy never implemented on wooden ships of the line? Why not have a single, very well protected gun deck with a dozen total 50+ pounder cannons as opposed to three gun decks with a ton of varied but much smaller and less effective guns? Such a design, would in theory have many advantages such as being able to both out range enemies, while also having more effect on target, and, if displacement was the same, would also make the ships much less top-heavy. It certainly wasn't really a question of being unable to produce cannons of that size as Columbiads were in use, but limited to coastal installations.",human
"I want to post my story here and see if anyone can relate. I have a CPTSD diagnosis by at least 3 practitioners including 1 expert witness psychologist. A couple years ago when I got my promo to P4 (principal position at an engineering job), it felt like I experienced time travel and was ""instantly"" cowering in the corner of my boss's office, looking down at a 45 degree angle against the wall. It was so vivid, and I still clearly remember the tan texture of the wall and the late afternoon lighting from the windows. I actually remember being there and I have no idea what was happening in my actual self. I assume I was interacting with my boss normally somehow, keeping a conversation or whatever I was doing, since otherwise I'm sure he would have called 911 if he noticed something was up. I don't remember leaving his office or even anything else that happened that day. It was the weirdest thing I've ever experienced in my life. For years I told my therapist that I actually had cowered in the corner, until one day I looked at it logically and realized there's no way that memory is real. Anyone have anything similar happen to them?",human
"My physical health has been awful for the past year, I'm suffering a lot physically every day. While I look for an answer and try to accept I might be chronically ill, I just don't feel real at all, and I think depersonalization is the only thing blocking me from getting depression, I feel like my ego and self is locked somewhere and I’m just a shell going on everyday through pain hoping ill break free from the health issues and gain back my old self, also scared it might never happen. The only trouble with getting out of bed is how dizzy I feel, I don't lack motivation, and I'm still able to find joy in some things like music but I spent most of the day daydreaming about getting my health back. I don't know why I'm posting, think I just want to vent, I don't know if anyone is going through something similar.",human
"I realized today that DPDR is most likely related to a memory-based disruption that can be triggered by various factors. It interferes with thinking, self-perception, and the sense of personality or reality. It is often caused by excessive stress or anxiety, and in many cases there is a main trigger behind it. Triggers can include traumatic experiences, depression, or anything that makes you feel stuck, as if you are in a deep hole with no way out. When that happens, it can feel like you are frozen at one point in time. It is as if you have lost your reference points. You can’t look back, you can’t look forward, and that lack of grounding increases anxiety and intensifies DPDR. At its core, it feels like a loss of reference. The good news is that you can work on this, although it is a gradual process and not something that changes overnight. What can help is looking back and finding your reference points again. These can be memories from times when you felt normal or more connected. Try to actively place yourself back into those moments. Remember what you thought, how you reacted, and what that experience felt like. Do this without comparing it to how you feel now, and try to view the memory neutrally, without a negative emotional charge.",human
"Anyway, I was super anxious back in August and had this really weird feeling of fear strike me when I looked at this super modern bizarrely shaped building. I couldn’t get over WHY I was having that reaction as nothing like that had ever happened to me before. It scared me to death and I still think about it. I’ve had ocd tendencies since I was a kid and began to suffer intrusive thoughts and repetitive thinking as well in August. I had a few days around this period of time where I felt like the sound of my voice was weird to me and the look of my arm was weird too. I’d also look out the window and think “this is the world?” It has all been thought-based. Nothing has ever looked different to me in any way. I have felt like I was losing my mind from the overwhelm and the constant thoughts that were child-like in nature like wondering about how the world came to be.",human
Starting off we've been together for 11 years. I've supported him through 5 major manic episodes throughout our relationship. The past few days I started to recognize his early patterns before he has an episode and can get him to calm down and it stops. But this one is different. He's been heavily smoking wax past few weeks. Past week he has been sleeping and eating less and less and now his behavior is scary. He's back to going off on random people who he thinks is judging him whenever we go. He thinks I'm cheating and then gets mad when I'm not because he wants to be a cuck (totally not him). I'm afraid this time he might actually hurt me because when he speaks to me and he's angry it's with so much hate like I murdered his whole family. His last episode about 2 years ago (Trigger warning sexual trauma) he sexually assaulted me and got arrested then sent to the psych ward and was in there for a month by force.,human
"Please can anyone offer advice? My brother is in psychosis, and can hardly remember any facts. Recently he said he forgot how old he was, has no notion of what time of the year it is, is going around accusing us all of bizarre things like spying on him, putting poison in his food, and thinks we are plotting against him. He has been involuntarily hospitalized twice, and he refuses point blank to see anyone to get mental health support. He smokes multiple times a day despite us saying often that he has a problem and needs to stop. I think he has a substance misuse disorder. When I told him it would be helpful for him to see someone he told me I was manipulating him and weaponizing therapy. I’ve seen people here emphasizing the importance of maintaining the person’s trust, but he doesn’t trust me at all. However I have truly no idea what I did to possibly lose his trust because we’ve always been close and had a wonderful relationship and he started acting like he thought I was evil because I accidentally published a Spotify playlist with lyrics he thought I was using to insult him.",human
"Last night I had a dream where I was at the same house that I had Thanksgiving at merged with my house, not like half and half but everything seemed perfectly familiar but not equal to both Houses and it was just me and my elderly mother, I looked in a mirror in the bathroom and the whole room froze in the mirror but not in the dream and I saw it but my mom was right there and didn't see the mirror differently, this repeated a few more times until one time I only saw my face in a twisted manner frozen in a frame in the mirror I got spooked in my dream its like the mirror knew, I then moved onto a semi familiar kitchen but it had a mirror not similar to either house and it froze one more time onto my face where I tried showing my mom one more time, she saw it didn't believe then disappeared, then I thought I left my dream but then in shifted into me walking through my town with my sister and going to my middle school bus stop from 15 years ago. Then I actually woke up, the same time I'd have to wake up for school all those years ago.",human
"So I just had one of the most vivid dreams of my life and had to write it down. In it, I found myself in what seemed like a parallel world or maybe way in the future. Everything felt advanced, clean, almost utopian—but I was being chased for reasons I don’t really remember. At one point I told a crowd of people that I was from Earth, from Illinois, and from the year 2025. They looked at me like I was crazy. I asked what year it was, and someone said 2686. That’s when I realized I must have time traveled. I told them that in 2025, we still hadn’t cured cancer. A woman in the crowd laughed a little and said, “Lithium Lithography, of course!” That phrase hit me so hard I woke up immediately. I’d never heard it before in my life, but it was burned into my brain. Out of curiosity, I looked it up and sure enough, lithium and lithography are real scientific terms that intersect in extreme ultraviolet light (EUV) technology. And EUV actually is being explored in cancer research.",human
"I go to a pretty normal mid-sized university. Nothing fancy. At the start of the year, housing assigned me a random roommate — let’s call him D. When we first met, he seemed quiet, awkward, but friendly enough. He was a comp-sci major who mostly kept to himself, liked energy drinks a little too much, and played a ton of gacha games. Honestly, he reminded me of half the guys I know. Everything seemed normal for the first month. He’d stay up late, but whatever — college. Then slowly… things got weird. At first, I noticed he’d close his laptop really fast whenever I walked in. Again… fine. We’re all adults. But it kept happening. Sometimes at 3 – 4 AM when I’d wake up to use the bathroom and see the glow of his screen. Then I started finding tissues on the desk, earbuds on the floor, his laptop open with incognito tabs still visible. Awkward, but not a crisis… until it escalated.",human
"I’ve been stuck in this loop lately where everything I do feels wrong even when I’m doing exactly what I’m supposed to like I’ll say something normal to someone and immediately my brain starts ripping it apart like why did you say it like that or why are you like this or why can’t you just act like a normal person for once and it’s not even about other people it’s me being exhausted with myself. I’m tired of the way I think, the way I react, the way I overanalyze every tiny thing until it becomes this ugly version of reality that only exists in my head. I hate how predictable I am. How I pull back when someone gets close, how I make myself small in conversations, how I panic over the dumbest things and then pretend I’m fine because explaining it out loud makes me sound insane.",human
"There used to be a clear path to fame: you sang, acted, wrote, created art, competed in sports, something that demonstrated skill or accomplishment. Fame was a byproduct of talent. Now we have influencers who are famous for being famous. They don't sing. They don't act. They don't create meaningful art. They just exist photogenically online and monetize attention. I'm not saying it's easy to build a following or that there's no work involved. But it's fundamentally different from what celebrity used to mean. So what shifted culturally to make this viable? Is it social media democratizing fame? Is it that we value relatability over excellence now? Is it just that attention itself has become a commodity and the source doesn't matter anymore? There's something strange about a world where being watched is the skill, rather than doing something worth watching.",human
Anyways our finances aren't that great right now. I'm still in university and he isn't doing too well either with money. Last weekend he was on call with his family on speaker phone and they accidentally let slip about the presents he got for her without talking about it with me. He got her a laptop which he claims it's going to be for both of them. Realistically though he would barely use it and she will use it for her roblox. The other present is a scooter. I feel like they are too pricey to be getting for a kid especially since he had to borrow money to do that. He already owes his credit card a lot and now he owes his friend too. I was really upset but I didn't say anything except that he should have talked to me about it. Our goal is to pay off his debts and start saving money so we can eventually get our own place but that seems further and further away the more he does this. So I just told him to not get me any presents because he should just pay his debts off instead.,human
"I want to learn how to program video games, but I cannot code much to save my own life. I can do everything involving design, but not coding. Tutorials tend to leave you blanked when you leave them as they only provide case-specific examples, meaning the best ways to learn tend to involve trying to achieve what you want and learning from your mistakes. The problem is that game engines do not let you stumble around and find out what happens when you type in what, they all have unique syntax designs, but generally speaking, you cannot get started without knowing what words go where and under what circumstances, and you could never know enough to restrict your behavior. This means you cannot guess your way around any programming languages as they are textual with no nuance, not visual with components you can experiment with. This means, for every unique case of wanting to create something unique or new, I would have to know exactly what to type and what not to type.",human
"I booked a 7 day cruise with my girlfriend and I told her I would pay the cost of it to make up for a previous thing I wronged her on. On the cruise, there are also gratuities that are more or less ""mandatory"" to pay to the tune of about $110. We had not talked about me paying for that. As part of a promotion with booking the cruise, I got $150 credit that could be used for any purchase on the ship. In addition, I used a credit card which I pay $700 a year for, but which gave me an additional $200 credit, for a total of $350. I told her that I had credits and I would pay for the cost of her gratuities and I sent her over the money. While I was at guest services, she found out that I actually had $350 and got very upset that I was ""hiding"" this from her and she demanded that I give her half of my credits. Her reasoning was that we are a couple and this was a cruise I was supposed to share half of everything. I argued that I paid a lot of money to get my extra $200 credit and I was already covering every obligatory cost for the cruise, like I had agreed to.",human
"Almost a month ago me and my friend had a discord chat in a VC, for the past two months up until that point, we had chatted like we had known each other our whole lives. He's always been very kind and betrays himself as someone who is tough as nails. not caring when people insult him. But after a call we had almost a month ago, he got very upset with me and left the VC. I'm still not entirely sure if this is right but I've tried to piece this together. I don't have much social experience growing up since I grew up in Asia, but this is what happened. During a conversation, we were both quite eager to talk to one another, since we were both quite busy at the time, and hadn't had the chance to have a chat in a while. So after finding the time, we started to chat about anime and power scaling, this being the first time we talked about stuff like anime.",human
"Little Esther, who was just over five feet tall, was pretty tough herself, showing up in Nashville to sing country songs in a way that no one who appeared at the Grand Ole Opry would ever have attempted. Black musicians had been singing hillbilly music for decades, and they had even played on some of the first country records, made in the twenties and thirties. But by the early sixties, Music City was lily-white. Things have changed somewhat today; there are a fair number of Black country singers, such as Mickey Guyton and Kane Brown. But progress hasn’t been easy. Just look at the backlash against Beyoncé’s Cowboy Carter. Phillips entered this fray before any of those modern pioneers was born. And the album that resulted from her Nashville sessions — eventually titled The Country Side of Esther Phillips — is an ignored classic, a collection of country covers that sounds as soulful and sad today as it did six decades ago.",human
"In the fall of 2022, the Amsterdam-based lawyer received a call from a Dutch model who had converted about $1.5 million of his family’s savings into bitcoins and other cryptocurrencies, and sent it to someone posing as an investment adviser — who turned out to be a fraud. The victim had hired a crypto analytics firm to trace the stolen cryptocurrency along the blockchain through various crypto wallet addresses — the equivalent of bank accounts — until the trail stopped at what looked like a promising destination: a wallet address at Huobi Global, a major crypto exchange that said it complied with anti-money laundering rules. Hupkes sent an email to Huobi demanding it freeze the suspicious wallet and reveal the name of its owner. In an email signed “Huobi Regulatory Cooperation,” anonymous company representatives referred the lawyer to authorities in Seychelles, the secrecy jurisdiction in the Indian Ocean where the exchange was registered at the time. Hupkes went to court.",human
"The case for face transplants seemingly made, several teams scrambled to perform their nation’s first. The US saw the first partial face transplant (2008), then the first full one (2011); the first African American recipient (2019); the first face and double hand transplant combined (2020); the first to include an eye (2023). There have been about 50 face transplants to date, and each milestone brought new grants, donations and prestige for the doctors and institutions involved. The patients, meanwhile, continue on living as they can. Some of them, like Isabelle, have suffered greatly. Others, like Joe DiMeo, who received the world’s first double hand and face transplant at NYU Langone in 2020, find new ways to forge a career by selling their stories online. But he and his wife Jessica, a nurse, are constantly trolled, and the spectre of rejection never leaves.",human
"With standard tuning, the bottom five notes on the guitar – E, F, F sharp, G, G sharp – can be played only on the open and first four frets of the sixth string. But once you go above the A at the fifth fret on the sixth string (which is the same pitch as the fifth string played open), we have entered into the world of identical pitches playable in more than one location on the fretboard. The most places you would find any single pitch practically usable on the guitar is in four different positions. For many notes, there are three comfortably possible locations. But when you build chords around those, that means that chords can be voiced or played in multiple different positions as well. Open strings have a different timbre from strings that are stopped, so that’s a factor too. If you’re sight-reading on the piano, the notes you’re reading can be sounded only by playing one specific key on the keyboard. But the guitar is very different. Each positional choice you make produces sounds with a different character. It’s not infinitely complex, but complex enough. With that comes a fascinating and wide range of expressive possibilities.",human
"Esther gave up her adolescence to be a star, but life on the road was rough: no sleep, bad food, a bunch of weed-smoking blues musicians. Sometimes her dressing room was a bathroom. Things were even worse in the South, where the group had to find Black hotels and diners and where Esther witnessed terrible things. “I’ve seen Black women beat with clubs,” she remembered later. “Police beat them with clubs in auditoriums, and everybody was scared to move.”  Not all of their road adventures were terrifying. One night in the South the bus pulled into a filling station, and Otis saw Hank Williams standing outside his limousine. Otis was a fan and introduced himself — and found that the feeling was mutual. He introduced Esther to Williams, and the three talked while gassing up. After they got back on the bus, Esther’s mother asked what took so long, and her daughter, clearly unimpressed by the exchange, said, “Johnny and I were off talking to some cowboy.” Otis corrected her: “Don’t you know that cowboy was the great Hank Williams?” Lucille screamed, “Johnny Otis, you turn this bus around. I have to meet that man!”",human
"While police agencies from various countries investigated criminal networks suspected of using wallets owned by the St. Vincent company, Kyrrex’s executives touted a Malta-licensed affiliate as fully transparent and compliant with anti-money laundering laws in an effort to access the lucrative European market. The Kyrrex case shows how crypto exchanges, which often claim that transparency is a core component of their business, combine trading practices like nesting with complex corporate structures and shell companies in secrecy jurisdictions to evade scrutiny from authorities and everyday crypto users alike. Paul Beckett, a lawyer specializing in offshore finance, said the complex structures allow firms like Kyrrex to sidestep oversight. “Malta, respectable, ‘that’s the one we tell the world about,’ ” he said. “St. Vincent is the ugly sister, and that’s where the mischief happens.” The result, he added: “absence of accountability of any kind.”",human
"César Cielo was about to turn 23 when he set the world record, while Gkolomeev is 32. The drugs helped close the age gap and shave off 0.02 seconds — or 20 milliseconds. Not really worth it, considering he just lost the ability to represent his country in the next Olympic Games or any professional competition governed by world swimming organizations. At least he earned $1 million, which was his motivation after 14 years as a pro, during which he made about $200,000 total. He said that he’ll be competing next May in the Enhanced Games in Las Vegas, where the organizers plan to feature swimming, track, and weightlifting events. If Gkolomeev wins again, he’ll collect another $1 million. The essay also mentioned that U.S. world champion sprinter Fred Kerley will compete in the track events during the games. I understand that people will do all kinds of things to earn enough money to sustain themselves and their families. I don’t really blame the athletes testing the waters with performance-enhancing drugs in hopes of winning millions of dollars in the Enhanced Games, but I do question the ethics of the people promoting this cause.",human
"At dusk, when the church bells tolled from the hilltop of Toboso, the air itself turned sepia and alive. A lone rider often passed through, his horse ribbed and reluctant, the kind that seemed imagined from yellowing parchment and a tourists fatigue. He called himself Juan Christoforo de la Blanco, though none could recall him among the living of the village. They said he was the last descendant of a mad Hidalgo who once charged the windmills of La Mancha, and that he, too, had mistaken them for giants. But this one did not tilt at them, he listened. Each night he was dismounted by the ruins of a centuries old monastery turned hotel, where monks once copied the saints’ torments by candlelight. He pressed his ear against the crumbling stone and swore he heard quills scratching beneath the earth, writing still. “The story; it is not finished,” he’d whisper. “The knight, he rides on.”",human
"Wanaka is located near Mount Aspiring National Park in the Southern Alps. Situated by Lake Wanaka, New Zealand’s fourth largest lake, Wanaka is surrounded by majestic mountains in every direction. It boasts of being a great spot to enjoy the outdoors and offers several hiking trails. It was an incredibly scenic drive through the mountains, filled with lots of twists and turns, to get from Queenstown to Wanaka. We arrived in the early afternoon and headed to Lake Wanaka to see That Wanaka Tree. The small solitary willow tree is reputed to be one of the most photographed trees in New Zealand because of its unique location of appearing semi-submerged in the shallow water. You can probably imagine just how busy the beach was with tourists trying to capture the perfect shot. The tree is looking a bit shabby these days. It sustained damage over the years from tourists climbing on it. And more recently some loser sawed off a few branches during the middle of the night in 2020. People always have a way of ruining things.",human
"Keynes predicted in 1930 that by 2030, automation would reduce the need for work to just 15 hours per week. We’re almost there, so what did he get right and wrong? First, most people work fewer hours in less physically taxing jobs than their grandparents did. But we’ve standardized on 40 hour weeks, and much more for people in jobs with a high degree of competition. Within those 40 hours, I am reliably informed, some people struggle to perform even a single hour of meaningful work, but these are not the rule. On the other hand, Keynes was absolutely correct that cumulative capital increase would lead to radically higher GDP and standard of living. If anything, he underestimated how resourceful we could be in finding new things to make and spend money on. This doesn’t surprise me much. Even in Keynes’ time, mechanization of much of labor had increased US GDP by a factor of four or five since the end of the civil war, and probably a factor of 20 since pre-industrial times.",human
"The ridge must have washed out sometime in the last couple of weeks. I stood at the edge of the trail where runoff had carved a gully through the packed earth, exposing tree roots twisted through the dirt. Murky water still pooled at the bottom. I could backtrack. Add an hour, maybe two. Or I could cut through the trees, parallel the trail for a few hundred yards, rejoin it past the damage. Honestly it would be quicker just to go overland and cut out the switchback entirely, it was probably less than a mile. The forest here was old growth Douglas fir, the canopy thick enough to turn noon into twilight. Sword ferns everywhere, thick clumps of salal between the trees. But it looked passable. I checked my phone out of habit. No signal, hadn't been one since the last fire road. I pushed into the trees. The ground caved under my boots. Soft with rot and moss. Humid air pressed against my face, carrying the smell of decomposition and wet bark. My breathing was loud. The rustle of my pack against my shoulders. I picked my way between the ferns, trying to maintain a straight line. The washed-out section couldn't be more than a quarter mile. ",human
"Quantum computers work differently from normal computers because they use the principles of physics. Regular computers use bits that are either 1 or 0, like a switch that can only be on or off. This works fine for everyday tasks but it limits what the computer can do. Quantum computers use qubits, and these qubits can be both 1 and 0 at the same time. This gives the computer the ability to check many possibilities at once instead of doing them one by one. Because of this, quantum computers can solve problems that regular computers would take years to finish. The special way quantum computers work makes them very helpful for science and medicine. For example, scientists often struggle to study how different drug molecules react in the body because there are too many details for a normal computer to process. A quantum computer can handle these details better, helping experts discover new treatments faster. This technology can also help researchers create new materials for batteries, solar panels, and other tools that can improve daily life. In short, quantum computers give scientists a more powerful way to test ideas and find solutions.",human
